url,product_name,product_rating,product_rating_object,product_rating_max,rating,author_name,asin,product_rating_count,product_reviews_number,review_header,review_id,review_text,author_id,author_link,badge,brand,review_posted_date,review_country,review_images,helpful_count,price,Sentiment
https://www.amazon.com/Microphone-Isolating-Headphones-Definition-Compatible/dp/B08B5FZP1N/ref=sr_1_191?keywords=headphones&qid=1676645331&sr=8-191,"Earbuds Wired with Microphone Pack of 5, Noise Isolating in-Ear Headphones, Powerful Heavy Bass, High Definition, Earphones Compatible with iPhone, iPod, iPad, MP3, Samsung, and Most 3.5mm Jack",4.4,"{""five_star"":9098,""four_star"":2179,""one_star"":513,""three_star"":1087,""two_star"":374}",5.0,5.0,David R. Hustler,B08B5FZP1N,13251.0,3133.0,Last a long time and are very durable.,R32VWVXYI87VFG,I go through earbuds like water. These last a long time and don't break easily. They have a great sound quality. They handle bass very well and do not sound tinny.,AHCHVL3Y4QUXJDO3LW2SZF7AZXHQ,https://www.amazon.com//gp/profile/amzn1.account.AHCHVL3Y4QUXJDO3LW2SZF7AZXHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,kirababy,"August 19, 2021",United States,[],0.0,,-0.5337385697798295
https://www.amazon.com/Lightning-Connector-Microphone-Headphones-Compatible/dp/B0BHQ7YKQB/ref=sr_1_205?keywords=headphones&qid=1676645373&sr=8-205,2 Pack Apple Earbuds Wired with Lightning Connector[Apple MFi Certified](Built-in Microphone & Volume Control) iPhone Headphones Earphones Compatible with iPhone 14/13/12/SE/11/XR/XS/X/8/7-All iOS,3.3,"{""five_star"":1875,""four_star"":470,""one_star"":1142,""three_star"":480,""two_star"":340}",5.0,1.0,nicoleodeon,B0BHQ7YKQB,4307.0,759.0,Do not buy,R2HT7VT7XUQVH8,I was not able to make or receive calls with these headphones.,AE7C6IGJWW3SBWRBVPOY343D73EA,https://www.amazon.com//gp/profile/amzn1.account.AE7C6IGJWW3SBWRBVPOY343D73EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,VERTEX STYLE,"May 7, 2021",United States,,0.0,$6.99,-0.9088633819059891
https://www.amazon.com/Shokz-OpenRun-Conduction-Headphones-Built/dp/B09BW1QVVT/ref=sr_1_45?keywords=headphones&qid=1676645343&sr=8-45,"SHOKZ OpenRun (AfterShokz Aeropex) - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running - Built-in Mic, with Headband",4.6,"{""five_star"":8741,""four_star"":1407,""one_star"":368,""three_star"":425,""two_star"":236}",5.0,5.0,S.Tink,B09BW1QVVT,11176.0,2724.0,hubby loves,R2B0DUO73EYN5D,hubby needs for his job.. works great,AECK2GVKMDSVOMO4MJYNRDIHXJPA,https://www.amazon.com//gp/profile/amzn1.account.AECK2GVKMDSVOMO4MJYNRDIHXJPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,SHOKZ,"February 6, 2023",United States,,0.0,$99.94,0.9067790616642344
https://www.amazon.com/i37-Headphones-Adjustable-Compatible-Cellphones/dp/B078XZX9MD/ref=sr_1_100?keywords=headphones&qid=1676645373&sr=8-100,ELECDER i37 Kids Headphones Children Girls Boys Teens Foldable Adjustable On Ear Headphones 3.5mm Jack Compatible Cellphones Computer MP3/4 Kindle School Tablet Green/Purple,4.6,"{""five_star"":19956,""four_star"":3333,""one_star"":640,""three_star"":1145,""two_star"":405}",5.0,5.0,Jeni,B078XZX9MD,25479.0,3866.0,Awesome!,R3NRRLYTSSBHSZ,They are very comfortable and I just love them!,/gp/profile/amzn1.account.AFZHWVSGJPJKRKVH4WE2ZXWTPFJQ,https://www.amazon.com//gp/profile/amzn1.account.AFZHWVSGJPJKRKVH4WE2ZXWTPFJQ,Verified Purchase,ELECDER,"November 28, 2019",United States,[],0.0,$14.99,0.9089919653805819
https://www.amazon.com/product-reviews/B0BDHWDR12?ie=UTF8&reviewerType=all_reviews&pageNumber=106,"Apple AirPods Pro (2nd Generation) Wireless Earbuds, Up to 2X More Active Noise Cancelling, Adaptive Transparency, Personalized Spatial Audio, MagSafe Charging Case, Bluetooth Headphones for iPhone",4.7,"{""five_star"":12440,""four_star"":1017,""one_star"":535,""three_star"":313,""two_star"":164}",5.0,5.0,Molly,B0BDHWDR12,14467.0,2025.0,Amazing AirPods,R2G7D9BUZSHKYR,,AFJWY2Z33S6VBKFF4W6VJHCH7KPA,https://www.amazon.com//gp/profile/amzn1.account.AFJWY2Z33S6VBKFF4W6VJHCH7KPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Apple,"November 29, 2022",United States,"[""https://m.media-amazon.com/images/I/51J5ICzLAyL._SY88.jpg""]",1.0,,0.6801099126989191
https://www.amazon.com/product-reviews/B0BLTNBN18?ie=UTF8&reviewerType=all_reviews&pageNumber=13,"Bone Conduction Wireless Headphones Open-Ear Sweatproof Ultralight Sports Earphones with Mic, Bluetooth 5.3 Headphones for Running, Cycling, Driving, Gym,Earbuds Compatible with iPhone/Android/iOS",4.4,"{""five_star"":261,""four_star"":12,""one_star"":31,""three_star"":10,""two_star"":9}",5.0,5.0,Bryan,B0BLTNBN18,323.0,268.0,No more sore ear canals,R32V5DIQ71UHUR,"I liked everything about this head set.. good fit, clear clarity. I will definitely be referring this head set to all my friends.",AHVNQI6DFWYCWCBG6UVULUDIN33Q,https://www.amazon.com//gp/profile/amzn1.account.AHVNQI6DFWYCWCBG6UVULUDIN33Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,WATAHATIC,"December 24, 2022",United States,[],0.0,,0.9089243953878229
https://www.amazon.com/Soundcore-Cancelling-Headphones-Comfortable-Bluetooth/dp/B08Q8C3LHT/ref=sr_1_62?keywords=headphones&qid=1676645345&sr=8-62,"Soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Headphones with Multiple Modes, Hi-Res Sound, Custom EQ via App, 40H Playtime, Comfortable Fit, Bluetooth Headphones, Multipoint Connection",4.5,"{""five_star"":16170,""four_star"":3569,""one_star"":632,""three_star"":1012,""two_star"":442}",5.0,5.0,Amazon Customer,B08Q8C3LHT,21825.0,5424.0,Unbeatable value,R3MG3WL9XX211X,"Comfort: 5/5Sound: 5/5 after making adjustments with a custom EQ (recommend dialing back low frequencies, slight boost to mids)ANC: 3/5 - lacking compared to other, higher priced products. But Transport mode is a major difference in ambient sound when travelling, especially on an airplane.Solid budget buy for travel headphones",AHUHHLVYSQVY74WCCRHADWWRIENA,https://www.amazon.com//gp/profile/amzn1.account.AHUHHLVYSQVY74WCCRHADWWRIENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Soundcore,"March 1, 2022",United States,[],0.0,$85.99,-0.8827453851699828
https://www.amazon.com/TAGRY-Bluetooth-Headphones-Earphones-Waterproof/dp/B09LD2D1TV/ref=sr_1_91?keywords=headphones&qid=1676645332&sr=8-91,TAGRY Bluetooth Headphones True Wireless Earbuds 60H Playback LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Computer Laptop Sports,4.5,"{""five_star"":24949,""four_star"":4479,""one_star"":1264,""three_star"":1630,""two_star"":771}",5.0,4.0,Rhys,B09LD2D1TV,33093.0,12518.0,i have no real problem with them,R1VVSVINJXPM0C,"they work well and the sound quality is awesome but when you're not playing music, like after you pause a song. there is a buzzing noise and it gives me a headache, but other then that it is a 5-star product!",AFVZBFAYVZ2QH22OMNZPKAGBPD7A,https://www.amazon.com//gp/profile/amzn1.account.AFVZBFAYVZ2QH22OMNZPKAGBPD7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,TAGRY,"August 5, 2022",United States,,1.0,$34.99,0.9064597975124011
https://www.amazon.com/Apple-EarPods-3-5mm-Headphone-Plug/dp/B06X16Z7DZ/ref=sr_1_6?keywords=headphones&qid=1676645320&sr=8-6,"Apple EarPods Headphones with 3.5mm Plug. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds",4.6,"{""five_star"":49144,""four_star"":6717,""one_star"":2034,""three_star"":2612,""two_star"":924}",5.0,3.0,ashley wilbert,B06X16Z7DZ,61431.0,4432.0,apple earpods - non charging port plugin,R234UL5V1II467,these didn't last very long but the sound quality was good while they lasted,AGE77AWH76QOPYKZIBUVXWNTOCJA,https://www.amazon.com//gp/profile/amzn1.account.AGE77AWH76QOPYKZIBUVXWNTOCJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Apple,"January 28, 2022",United States,[],0.0,$18.79,0.9088756279511885
https://www.amazon.com/product-reviews/B09XFGFBLG?ie=UTF8&reviewerType=all_reviews&pageNumber=8,"Bluetooth Headset with Microphone,V5.1,Noise Canceling Wireless On Ear Headphones, Bluetooth Headphones with Mic, Phone Headset Mute Button for Laptop, Skype, Call Centers, Office, Trucker",4.3,"{""five_star"":437,""four_star"":76,""one_star"":49,""three_star"":36,""two_star"":17}",5.0,5.0,Han Lee,B09XFGFBLG,615.0,313.0,good voice quality,R33HCXQX9YB8IE,"im 10 yrs customer service rep. due to covid, working remotely is now the new norm, and need a good headset. tried apple iPod 1, 2 pro, Samsung pro as well but all of them having voice quality issue, other party was having hard time hearing my voice. this one works fine. other party had no issue hearing my voice. highly recommend it.",AHH4CORRNYA2DJHTH723PAUWP6YA,https://www.amazon.com//gp/profile/amzn1.account.AHH4CORRNYA2DJHTH723PAUWP6YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Caymuller,"December 2, 2022",United States,[],0.0,,0.8974382010373202
https://www.amazon.com/Beats-Studio-Buds-Cancelling-Earphones/dp/B098M47N55/ref=sr_1_290?keywords=headphones&qid=1676645334&sr=8-290,Beats Studio Buds Totally Wireless Noise Cancelling Earphones - Black (Renewed),4.2,"{""five_star"":5176,""four_star"":1056,""one_star"":666,""three_star"":548,""two_star"":288}",5.0,5.0,Jose A. Ramirez,B098M47N55,7735.0,828.0,Great item for a great price,R2IWEMRWACT9QX,Product is well worth the price sound quality is awesome,AEYWYLG3FMBTNJCDS3VJWTNRCPVA,https://www.amazon.com//gp/profile/amzn1.account.AEYWYLG3FMBTNJCDS3VJWTNRCPVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Amazon Renewed,"May 25, 2022",United States,[],0.0,$79.99,0.9089758179404518
https://www.amazon.com/OneOdio-Adapter-Free-Headphones-Professional-Telescopic/dp/B01N6ZJH96/ref=sr_1_94?keywords=headphones&qid=1676645332&sr=8-94,OneOdio Wired Over Ear Headphones Hi-Res Studio Monitor & Mixing DJ Stereo Headsets with 50mm Neodymium Drivers and 1/4 to 3.5mm Audio Jack for AMP Computer Recording Phone Piano Guitar Laptop - Black,4.5,"{""five_star"":28184,""four_star"":6532,""one_star"":1462,""three_star"":2675,""two_star"":1036}",5.0,4.0,Mike,B01N6ZJH96,39889.0,8188.0,Great value,R2PHOH2IH2C46U,"I bought these as replacement headphones for my daughter so she can plug into her guitar amp and practice without being too loud.Pros:- For $30 these are impressive.- Nice build quality- Light weight- Articulation is good- Soft ear cups- Nice length phono cablesCons:- Dynamic range is limited.Compared to $200+ Bose or Sennheiser, these won't stand, but you can buy 6-10 pairs of these for the same cost of some of those headphones.",AGI2IY4CMEI3CAQLJRYLO4DNDQTQ,https://www.amazon.com//gp/profile/amzn1.account.AGI2IY4CMEI3CAQLJRYLO4DNDQTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,OneOdio,"October 13, 2018",United States,[],0.0,$31.99,-0.8640483834526755
https://www.amazon.com/Sennheiser-Open-Back-Professional-Headphone/dp/B00004SY4H/ref=sr_1_104?keywords=headphones&qid=1676645373&sr=8-104,Sennheiser HD 600 - Audiophile Hi-Res Open Back Dynamic Headphone,4.7,"{""five_star"":1858,""four_star"":182,""one_star"":41,""three_star"":67,""two_star"":29}",5.0,2.0,busapp,B00004SY4H,2178.0,1153.0,Poor Construction mars very good headphone,R28F7Y2YILH6T7,"Unfortunately, it is not just the sound that one must use to judge a headphone.  The construction is very important. Why?  Because you inevitably throw them around in various ways.  You cannot be careful all the time.  And you may not be the only one who uses the headphone.  They inevitably fall down, or the cleaning lady does something.  This headphone has one of the most fragile holder pieces for the earpieces that I have seen.  Look closely at the construction, and notice the plastic U shaped holder that actually holds the ear piece.  It is very fragile.  If you break the holder, you can try super glue to repair, but that tends to be temporary.  Other fine headphones use metal, or Grado has an alternative design.  When my holder piece broke, the company charged me $150 to repair this vital item, which is so fragile and which does not lend itself to easy repair.  That is why I rate the headphone down.  The basic design has not changed in many years, and it surely needs to be upgraded.  Perhaps with a poor review the company will get the message.",AE5AIKLQ3H32Q6OFTEB3SP7RXIMA,https://www.amazon.com//gp/profile/amzn1.account.AE5AIKLQ3H32Q6OFTEB3SP7RXIMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,,Sennheiser Consumer Audio,"April 22, 2013",United States,[],11.0,$342.60,-0.9078844027085737
https://www.amazon.com/product-reviews/B01L1IICR2?ie=UTF8&reviewerType=all_reviews&pageNumber=154,"SENNHEISER HD 599 Open Back Headphone, Ivory",4.7,"{""five_star"":5546,""four_star"":895,""one_star"":141,""three_star"":267,""two_star"":107}",5.0,5.0,Allan,B01L1IICR2,6957.0,2025.0,Great sounding light confinable,R2C3KS2UP56GYH,"Nice light, great sounding.  Would need to pair with a decent headphone amp/dac to get the most out of these!  No noise canceling? they are an open head phone so depending on what your lessening to can set a good sound stage!",,,Verified Purchase,Sennheiser Consumer Audio,"April 17, 2021",Italy,[],0.0,,0.8906197547912597
https://www.amazon.com/Skullcandy-Sesh-True-Wireless-Earbud/dp/B0857JLRFJ/ref=sr_1_162?keywords=headphones&qid=1676645331&sr=8-162,"Skullcandy Sesh Evo True Wireless In-Ear Bluetooth Earbuds Compatible with iPhone and Android / Charging Case and Microphone / Great for Gym, Sports, and Gaming IP55 Water Dust Resistant - Black",4.2,"{""five_star"":34428,""four_star"":8285,""one_star"":5134,""three_star"":4320,""two_star"":2496}",5.0,1.0,Ian Hopkins Kane,B0857JLRFJ,54662.0,8191.0,Broke right after setting up,RBH3UIOEIWZBO,"I received these at 1PM, used them perfectly out of the box for a solid hour. I plugged it in to top off the battery life, then tried them at 4PM. Suddenly the right bud just stopped working. Looking up documentation, their website had conflicting data from the packaged instructions. The support person was very pleasant, but beware shipping these in for warranty reasons, because the USPS can't accept them since they have Lithium Ion Batteries. In the end I had to dumpster dive to get my packaging back and return it to Amazon. I don't trust Skull Candy anymore, since they were more frustrating then helpful.",AFZE5WB7H3I2BK3DFULMZMRXH4ZQ,https://www.amazon.com//gp/profile/amzn1.account.AFZE5WB7H3I2BK3DFULMZMRXH4ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Skullcandy,"February 11, 2021",United States,[],0.0,$49.99,-0.9082632715051824
https://www.amazon.com/PANASONIC-Headphones-Integrated-Controller-Lightweight/dp/B00009RDIF/ref=sr_1_24?keywords=headphones&qid=1676645338&sr=8-24,"Panasonic Stereo Headphones with XBS Port, Integrated Volume Controller and Lightweight Foldable Design – RP-HT227-K – Over the Ear Headphones (Black & Silver)",4.3,"{""five_star"":17192,""four_star"":4953,""one_star"":1614,""three_star"":2747,""two_star"":1225}",5.0,4.0,Dolly,B00009RDIF,27731.0,9298.0,these are great head phones,RDH962JMHZJT5,these are  great  head phones.  I had a pair of ear buds  and hated them.  Maybe I am too old.  lol  They were inexpensive and they came quick.  Makes it easy to watch a movie on the computer or my kindle  when  hubby is watching something else on the tv.  I know some people  like wireless. but the fact they have wires  do not bother me.,AHYUR24Z7KSBC5A4DPLGWCH5SRKA,https://www.amazon.com//gp/profile/amzn1.account.AHYUR24Z7KSBC5A4DPLGWCH5SRKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Panasonic,"March 20, 2016",United States,,0.0,$17.99,-0.9056795185262506
https://www.amazon.com/Bluetooth-Headphones-Microphone-Lightweight-Cellphon-Purple/dp/B089FTMVM5/ref=sr_1_70?keywords=headphones&qid=1676645331&sr=8-70,"TUINYO Wireless Headphones Over Ear, Bluetooth Headphones with Microphone, Foldable Stereo Wireless Headsetfor Travel Work TV PC Cellphone-Purple",4.4,"{""five_star"":11731,""four_star"":2613,""one_star"":741,""three_star"":1212,""two_star"":511}",5.0,5.0,Collette Furlong,B089FTMVM5,16808.0,1934.0,Great buy,RXRK7AMN5MNBF,Loves these,,https://www.amazon.com/undefined,Verified Purchase,TUINYO,"December 21, 2021",Germany,,0.0,$29.99,0.9089500253850763
https://www.amazon.com/Panasonic-Headphones-RP-HJE120-D-Ergonomic-Comfort-Fit/dp/B003ELYQGG/ref=sr_1_93?keywords=headphones&qid=1676645332&sr=8-93,"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-D (Orange) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",4.3,"{""five_star"":88311,""four_star"":22621,""one_star"":7601,""three_star"":11084,""two_star"":5344}",5.0,5.0,K. Tallman,B003ELYQGG,134978.0,66617.0,Surprising Decent For The Price,R1A8LAF18M4VIR,Used for listening to audio books while on my daily walk - comfortable and reasonable sound - definitely would not use for music though,AGQX6T5WPAGRHKQ2RGCJNA6Y7HSQ,https://www.amazon.com//gp/profile/amzn1.account.AGQX6T5WPAGRHKQ2RGCJNA6Y7HSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Verified Purchase,Panasonic,"August 15, 2021",United States,[],0.0,$8.99,-0.45605632391842926
